날짜,발전기명,설비용량(MW),시간,해당 시간 발전량(kWh),해당날짜 총 발전량(kMh)
2023-03-01,(군산)영암F1태양광,13.296,21시,0.0,44236.8
2023-03-02,(군산)영암F1태양광,13.296,21시,0.0,80995.2
2023-03-03,(군산)영암F1태양광,13.296,21시,0.0,72681.6
2023-03-04,(군산)영암F1태양광,13.296,21시,0.0,60508.8
2023-03-05,(군산)영암F1태양광,13.296,21시,0.0,67862.4
2023-03-06,(군산)영암F1태양광,13.296,21시,0.0,71193.6
2023-03-07,(군산)영암F1태양광,13.296,21시,0.0,60211.2
2023-03-08,(군산)영암F1태양광,13.296,21시,0.0,61104.0
2023-03-09,(군산)영암F1태양광,13.296,21시,0.0,52694.4
2023-03-10,(군산)영암F1태양광,13.296,21시,0.0,60220.8
2023-03-11,(군산)영암F1태양광,13.296,21시,0.0,52464.0
2023-03-12,(군산)영암F1태양광,13.296,21시,0.0,10454.4
2023-03-13,(군산)영암F1태양광,13.296,21시,0.0,81993.6
2023-03-14,(군산)영암F1태양광,13.296,21시,0.0,79948.8
2023-03-15,(군산)영암F1태양광,13.296,21시,0.0,67516.8
2023-03-16,(군산)영암F1태양광,13.296,21시,0.0,76204.8
2023-03-17,(군산)영암F1태양광,13.296,21시,0.0,15465.6
2023-03-18,(군산)영암F1태양광,13.296,21시,0.0,75926.4
2023-03-19,(군산)영암F1태양광,13.296,21시,0.0,73507.2
2023-03-20,(군산)영암F1태양광,13.296,21시,0.0,66460.8
2023-03-21,(군산)영암F1태양광,13.296,21시,0.0,38716.8
2023-03-22,(군산)영암F1태양광,13.296,21시,0.0,17779.2
2023-03-23,(군산)영암F1태양광,13.296,21시,0.0,28185.6
2023-03-24,(군산)영암F1태양광,13.296,21시,0.0,20131.2
2023-03-25,(군산)영암F1태양광,13.296,21시,0.0,20716.8
2023-03-26,(군산)영암F1태양광,13.296,21시,0.0,74985.6
2023-03-27,(군산)영암F1태양광,13.296,21시,0.0,83788.8
2023-03-28,(군산)영암F1태양광,13.296,21시,0.0,57888.0
2023-03-29,(군산)영암F1태양광,13.296,21시,0.0,78182.4
2023-03-30,(군산)영암F1태양광,13.296,21시,0.0,55238.4
2023-03-31,(군산)영암F1태양광,13.296,21시,0.0,78249.6
2023-04-01,(군산)영암F1태양광,13.296,21시,0.0,71059.2
2023-04-02,(군산)영암F1태양광,13.296,21시,0.0,75177.6
2023-04-03,(군산)영암F1태양광,13.296,21시,0.0,78835.2
2023-04-04,(군산)영암F1태양광,13.296,21시,0.0,22243.2
2023-04-05,(군산)영암F1태양광,13.296,21시,0.0,5904.0
2023-04-06,(군산)영암F1태양광,13.296,21시,0.0,9907.2
2023-04-07,(군산)영암F1태양광,13.296,21시,0.0,60528.0
2023-04-08,(군산)영암F1태양광,13.296,21시,0.0,0.0
2023-04-09,(군산)영암F1태양광,13.296,21시,0.0,0.0
2023-04-10,(군산)영암F1태양광,13.296,21시,0.0,72979.2
2023-04-11,(군산)영암F1태양광,13.296,21시,0.0,33667.2
2023-04-12,(군산)영암F1태양광,13.296,21시,0.0,84268.8
2023-04-13,(군산)영암F1태양광,13.296,21시,0.0,76636.8
2023-04-14,(군산)영암F1태양광,13.296,21시,0.0,15801.6
2023-04-15,(군산)영암F1태양광,13.296,21시,0.0,0.0
2023-04-16,(군산)영암F1태양광,13.296,21시,0.0,0.0
2023-04-17,(군산)영암F1태양광,13.296,21시,0.0,70521.6
2023-04-18,(군산)영암F1태양광,13.296,21시,0.0,14419.2
2023-04-19,(군산)영암F1태양광,13.296,21시,0.0,44006.4
2023-04-20,(군산)영암F1태양광,13.296,21시,0.0,77635.2
2023-04-21,(군산)영암F1태양광,13.296,21시,0.0,62697.6
2023-04-22,(군산)영암F1태양광,13.296,21시,0.0,0.0
2023-04-23,(군산)영암F1태양광,13.296,21시,0.0,0.0
2023-04-24,(군산)영암F1태양광,13.296,21시,0.0,25776.0
2023-04-25,(군산)영암F1태양광,13.296,21시,0.0,10022.4
2023-04-26,(군산)영암F1태양광,13.296,21시,0.0,80400.0
2023-04-27,(군산)영암F1태양광,13.296,21시,0.0,85449.6
2023-04-28,(군산)영암F1태양광,13.296,21시,0.0,46761.6
2023-04-29,(군산)영암F1태양광,13.296,21시,0.0,0.0
2023-04-30,(군산)영암F1태양광,13.296,21시,0.0,0.0
2023-05-01,(군산)영암F1태양광,13.296,21시,0.0,0.0
2023-05-02,(군산)영암F1태양광,13.296,21시,0.0,70800.0
2023-05-03,(군산)영암F1태양광,13.296,21시,0.0,26620.8
2023-05-04,(군산)영암F1태양광,13.296,21시,0.0,3916.8
2023-05-05,(군산)영암F1태양광,13.296,21시,0.0,0.0
2023-05-06,(군산)영암F1태양광,13.296,21시,0.0,0.0
2023-05-07,(군산)영암F1태양광,13.296,21시,0.0,0.0
2023-05-08,(군산)영암F1태양광,13.296,21시,0.0,51004.8
2023-05-09,(군산)영암F1태양광,13.296,21시,0.0,85372.8
2023-05-10,(군산)영암F1태양광,13.296,21시,0.0,84086.4
2023-05-11,(군산)영암F1태양광,13.296,21시,0.0,69657.6
2023-05-12,(군산)영암F1태양광,13.296,21시,0.0,48518.4
2023-05-13,(군산)영암F1태양광,13.296,21시,0.0,0.0
2023-05-14,(군산)영암F1태양광,13.296,21시,0.0,0.0
2023-05-15,(군산)영암F1태양광,13.296,21시,0.0,52022.4
2023-05-16,(군산)영암F1태양광,13.296,21시,0.0,80505.6
2023-05-17,(군산)영암F1태양광,13.296,21시,0.0,73900.8
2023-05-18,(군산)영암F1태양광,13.296,21시,0.0,19008.0
2023-05-19,(군산)영암F1태양광,13.296,21시,0.0,70377.6
2023-05-20,(군산)영암F1태양광,13.296,21시,0.0,0.0
2023-05-21,(군산)영암F1태양광,13.296,21시,0.0,0.0
2023-05-22,(군산)영암F1태양광,13.296,21시,0.0,26179.2
2023-05-23,(군산)영암F1태양광,13.296,21시,0.0,83203.2
2023-05-24,(군산)영암F1태양광,13.296,21시,0.0,54432.0
2023-05-25,(군산)영암F1태양광,13.296,21시,0.0,74976.0
2023-05-26,(군산)영암F1태양광,13.296,21시,0.0,42835.2
2023-05-27,(군산)영암F1태양광,13.296,21시,0.0,0.0
2023-05-28,(군산)영암F1태양광,13.296,21시,0.0,0.0
2023-05-29,(군산)영암F1태양광,13.296,21시,0.0,0.0
2023-05-30,(군산)영암F1태양광,13.296,21시,0.0,13257.6
2023-05-31,(군산)영암F1태양광,13.296,21시,0.0,75811.2
2023-06-01,(군산)영암F1태양광,13.296,21시,0.0,17088.0
2023-06-02,(군산)영암F1태양광,13.296,21시,0.0,77577.6
2023-06-03,(군산)영암F1태양광,13.296,21시,0.0,82627.2
2023-06-04,(군산)영암F1태양광,13.296,21시,0.0,56150.4
2023-06-05,(군산)영암F1태양광,13.296,21시,0.0,38025.6
2023-06-06,(군산)영암F1태양광,13.296,21시,0.0,74630.4
2023-06-07,(군산)영암F1태양광,13.296,21시,0.0,73593.6
2023-06-08,(군산)영암F1태양광,13.296,21시,0.0,71356.8
2023-06-09,(군산)영암F1태양광,13.296,21시,0.0,72480.0
2023-06-10,(군산)영암F1태양광,13.296,21시,0.0,64608.0
2023-06-11,(군산)영암F1태양광,13.296,21시,0.0,63129.6
2023-06-12,(군산)영암F1태양광,13.296,21시,0.0,68659.2
2023-06-13,(군산)영암F1태양광,13.296,21시,0.0,73747.2
2023-06-14,(군산)영암F1태양광,13.296,21시,0.0,75398.4
2023-06-15,(군산)영암F1태양광,13.296,21시,0.0,81014.4
2023-06-16,(군산)영암F1태양광,13.296,21시,0.0,75561.6
2023-06-17,(군산)영암F1태양광,13.296,21시,0.0,65520.0
2023-06-18,(군산)영암F1태양광,13.296,21시,0.0,66028.8
2023-06-19,(군산)영암F1태양광,13.296,21시,0.0,71270.4
2023-06-20,(군산)영암F1태양광,13.296,21시,0.0,29059.2
2023-06-21,(군산)영암F1태양광,13.296,21시,0.0,17971.2
2023-06-22,(군산)영암F1태양광,13.296,21시,0.0,78019.2
2023-06-23,(군산)영암F1태양광,13.296,21시,0.0,68582.4
2023-06-24,(군산)영암F1태양광,13.296,21시,0.0,63024.0
2023-06-25,(군산)영암F1태양광,13.296,21시,0.0,23856.0
2023-06-26,(군산)영암F1태양광,13.296,21시,0.0,8380.8
2023-06-27,(군산)영암F1태양광,13.296,21시,0.0,39600.0
2023-06-28,(군산)영암F1태양광,13.296,21시,0.0,9417.6
2023-06-29,(군산)영암F1태양광,13.296,21시,0.0,9984.0
2023-06-30,(군산)영암F1태양광,13.296,21시,0.0,17616.0
2023-07-01,(군산)영암F1태양광,13.296,21시,0.0,40032.0
2023-07-02,(군산)영암F1태양광,13.296,21시,0.0,48710.4
2023-07-03,(군산)영암F1태양광,13.296,21시,0.0,30240.0
2023-07-04,(군산)영암F1태양광,13.296,21시,0.0,22809.6
2023-07-05,(군산)영암F1태양광,13.296,21시,0.0,71395.2
2023-07-06,(군산)영암F1태양광,13.296,21시,0.0,72067.2
2023-07-07,(군산)영암F1태양광,13.296,21시,0.0,8755.2
2023-07-08,(군산)영암F1태양광,13.296,21시,0.0,34790.4
2023-07-09,(군산)영암F1태양광,13.296,21시,0.0,31766.4
2023-07-10,(군산)영암F1태양광,13.296,21시,0.0,58310.4
2023-07-11,(군산)영암F1태양광,13.296,21시,0.0,9907.2
2023-07-12,(군산)영암F1태양광,13.296,21시,0.0,19795.2
2023-07-13,(군산)영암F1태양광,13.296,21시,0.0,10425.6
2023-07-14,(군산)영암F1태양광,13.296,21시,0.0,18710.4
2023-07-15,(군산)영암F1태양광,13.296,21시,0.0,7180.8
2023-07-16,(군산)영암F1태양광,13.296,21시,0.0,19401.6
2023-07-17,(군산)영암F1태양광,13.296,21시,0.0,34992.0
2023-07-18,(군산)영암F1태양광,13.296,21시,0.0,9609.6
2023-07-19,(군산)영암F1태양광,13.296,21시,0.0,45964.8
2023-07-20,(군산)영암F1태양광,13.296,21시,0.0,44745.6
2023-07-21,(군산)영암F1태양광,13.296,21시,0.0,54787.2
2023-07-22,(군산)영암F1태양광,13.296,21시,0.0,5750.4
2023-07-23,(군산)영암F1태양광,13.296,21시,0.0,13910.4
2023-07-24,(군산)영암F1태양광,13.296,21시,0.0,21859.2
2023-07-25,(군산)영암F1태양광,13.296,21시,0.0,52694.4
2023-07-26,(군산)영암F1태양광,13.296,21시,0.0,44361.6
2023-07-27,(군산)영암F1태양광,13.296,21시,0.0,62246.4
2023-07-28,(군산)영암F1태양광,13.296,21시,0.0,51753.6
2023-07-29,(군산)영암F1태양광,13.296,21시,0.0,45859.2
2023-07-30,(군산)영암F1태양광,13.296,21시,0.0,63456.0
2023-07-31,(군산)영암F1태양광,13.296,21시,0.0,56428.8
2023-08-01,(군산)영암F1태양광,13.296,21시,0.0,67756.8
2023-08-02,(군산)영암F1태양광,13.296,21시,0.0,69129.6
2023-08-03,(군산)영암F1태양광,13.296,21시,0.0,74467.2
2023-08-04,(군산)영암F1태양광,13.296,21시,0.0,62227.2
2023-08-05,(군산)영암F1태양광,13.296,21시,0.0,57100.8
2023-08-06,(군산)영암F1태양광,13.296,21시,0.0,61180.8
2023-08-07,(군산)영암F1태양광,13.296,21시,0.0,65040.0
2023-08-08,(군산)영암F1태양광,13.296,21시,0.0,55200.0
2023-08-09,(군산)영암F1태양광,13.296,21시,0.0,30518.4
2023-08-10,(군산)영암F1태양광,13.296,21시,0.0,44064.0
2023-08-11,(군산)영암F1태양광,13.296,21시,0.0,57801.6
2023-08-12,(군산)영암F1태양광,13.296,21시,0.0,60172.8
2023-08-13,(군산)영암F1태양광,13.296,21시,0.0,69484.8
2023-08-14,(군산)영암F1태양광,13.296,21시,0.0,55478.4
2023-08-15,(군산)영암F1태양광,13.296,21시,0.0,61209.6
2023-08-16,(군산)영암F1태양광,13.296,21시,0.0,61564.8
2023-08-17,(군산)영암F1태양광,13.296,21시,0.0,68630.4
2023-08-18,(군산)영암F1태양광,13.296,21시,0.0,60912.0
2023-08-19,(군산)영암F1태양광,13.296,21시,0.0,63542.4
2023-08-20,(군산)영암F1태양광,13.296,21시,0.0,71971.2
2023-08-21,(군산)영암F1태양광,13.296,21시,0.0,59491.2
2023-08-22,(군산)영암F1태양광,13.296,21시,0.0,48854.4
2023-08-23,(군산)영암F1태양광,13.296,21시,0.0,11721.6
2023-08-24,(군산)영암F1태양광,13.296,21시,0.0,25008.0
2023-08-25,(군산)영암F1태양광,13.296,21시,0.0,71145.6
2023-08-26,(군산)영암F1태양광,13.296,21시,0.0,69273.6
2023-08-27,(군산)영암F1태양광,13.296,21시,0.0,57091.2
2023-08-28,(군산)영암F1태양광,13.296,21시,0.0,49872.0
2023-08-29,(군산)영암F1태양광,13.296,21시,0.0,22214.4
2023-08-30,(군산)영암F1태양광,13.296,21시,0.0,19728.0
2023-08-31,(군산)영암F1태양광,13.296,21시,0.0,64483.2
2023-09-01,(군산)영암F1태양광,13.296,21시,0.0,60009.6
2023-09-02,(군산)영암F1태양광,13.296,21시,0.0,29145.6
2023-09-03,(군산)영암F1태양광,13.296,21시,0.0,42163.2
2023-09-04,(군산)영암F1태양광,13.296,21시,0.0,52972.8
2023-09-05,(군산)영암F1태양광,13.296,21시,0.0,49276.8
2023-09-06,(군산)영암F1태양광,13.296,21시,0.0,67296.0
2023-09-07,(군산)영암F1태양광,13.296,21시,0.0,72998.4
2023-09-08,(군산)영암F1태양광,13.296,21시,0.0,74044.8
2023-09-09,(군산)영암F1태양광,13.296,21시,0.0,71980.8
2023-09-10,(군산)영암F1태양광,13.296,21시,0.0,58156.8
2023-09-11,(군산)영암F1태양광,13.296,21시,0.0,65212.8
2023-09-12,(군산)영암F1태양광,13.296,21시,0.0,46761.6
2023-09-13,(군산)영암F1태양광,13.296,21시,0.0,20179.2
2023-09-14,(군산)영암F1태양광,13.296,21시,0.0,15561.6
2023-09-15,(군산)영암F1태양광,13.296,21시,0.0,30681.6
2023-09-16,(군산)영암F1태양광,13.296,21시,0.0,7382.4
2023-09-17,(군산)영암F1태양광,13.296,21시,0.0,41913.6
2023-09-18,(군산)영암F1태양광,13.296,21시,0.0,62102.4
2023-09-19,(군산)영암F1태양광,13.296,21시,0.0,43372.8
2023-09-20,(군산)영암F1태양광,13.296,21시,0.0,8265.6
2023-09-21,(군산)영암F1태양광,13.296,21시,0.0,16358.4
2023-09-22,(군산)영암F1태양광,13.296,21시,0.0,46003.2
2023-09-23,(군산)영암F1태양광,13.296,21시,0.0,45436.8
2023-09-24,(군산)영암F1태양광,13.296,21시,0.0,65366.4
2023-09-25,(군산)영암F1태양광,13.296,21시,0.0,36307.2
2023-09-26,(군산)영암F1태양광,13.296,21시,0.0,52963.2
2023-09-27,(군산)영암F1태양광,13.296,21시,0.0,47798.4
2023-09-28,(군산)영암F1태양광,13.296,21시,0.0,0.0
2023-09-29,(군산)영암F1태양광,13.296,21시,0.0,0.0
2023-09-30,(군산)영암F1태양광,13.296,21시,0.0,0.0
2023-10-01,(군산)영암F1태양광,13.296,21시,0.0,0.0
2023-10-02,(군산)영암F1태양광,13.296,21시,0.0,0.0
2023-10-03,(군산)영암F1태양광,13.296,21시,0.0,0.0
2023-10-04,(군산)영암F1태양광,13.296,21시,0.0,45302.4
2023-10-05,(군산)영암F1태양광,13.296,21시,0.0,68236.8
2023-10-06,(군산)영암F1태양광,13.296,21시,0.0,34454.4
2023-10-07,(군산)영암F1태양광,13.296,21시,0.0,20361.6
2023-10-08,(군산)영암F1태양광,13.296,21시,0.0,32582.4
2023-10-09,(군산)영암F1태양광,13.296,21시,0.0,41865.6
2023-10-10,(군산)영암F1태양광,13.296,21시,0.0,54902.4
2023-10-11,(군산)영암F1태양광,13.296,21시,0.0,60806.4
2023-10-12,(군산)영암F1태양광,13.296,21시,0.0,55084.8
2023-10-13,(군산)영암F1태양광,13.296,21시,0.0,34444.8
2023-10-14,(군산)영암F1태양광,13.296,21시,0.0,45878.4
2023-10-15,(군산)영암F1태양광,13.296,21시,0.0,61344.0
2023-10-16,(군산)영암F1태양광,13.296,21시,0.0,58569.6
2023-10-17,(군산)영암F1태양광,13.296,21시,0.0,70790.4
2023-10-18,(군산)영암F1태양광,13.296,21시,0.0,66576.0
2023-10-19,(군산)영암F1태양광,13.296,21시,0.0,42163.2
2023-10-20,(군산)영암F1태양광,13.296,21시,0.0,53164.8
2023-10-21,(군산)영암F1태양광,13.296,21시,0.0,52262.4
2023-10-22,(군산)영암F1태양광,13.296,21시,0.0,51014.4
2023-10-23,(군산)영암F1태양광,13.296,21시,0.0,60268.8
2023-10-24,(군산)영암F1태양광,13.296,21시,0.0,44332.8
2023-10-25,(군산)영암F1태양광,13.296,21시,0.0,58137.6
2023-10-26,(군산)영암F1태양광,13.296,21시,0.0,47539.2
2023-10-27,(군산)영암F1태양광,13.296,21시,0.0,64531.2
2023-10-28,(군산)영암F1태양광,13.296,21시,0.0,62755.2
2023-10-29,(군산)영암F1태양광,13.296,21시,0.0,58819.2
2023-10-30,(군산)영암F1태양광,13.296,21시,0.0,60633.6
2023-10-31,(군산)영암F1태양광,13.296,21시,0.0,50534.4
2023-11-01,(군산)영암F1태양광,13.296,21시,0.0,54873.6
2023-11-02,(군산)영암F1태양광,13.296,21시,0.0,56342.4
2023-11-03,(군산)영암F1태양광,13.296,21시,0.0,53404.8
2023-11-04,(군산)영암F1태양광,13.296,21시,0.0,35404.8
2023-11-05,(군산)영암F1태양광,13.296,21시,0.0,12038.4
2023-11-06,(군산)영암F1태양광,13.296,21시,0.0,20275.2
2023-11-07,(군산)영암F1태양광,13.296,21시,0.0,37286.4
2023-11-08,(군산)영암F1태양광,13.296,21시,0.0,60019.2
2023-11-09,(군산)영암F1태양광,13.296,21시,0.0,32592.0
2023-11-10,(군산)영암F1태양광,13.296,21시,0.0,33945.6
2023-11-11,(군산)영암F1태양광,13.296,21시,0.0,49708.8
2023-11-12,(군산)영암F1태양광,13.296,21시,0.0,39206.4
2023-11-13,(군산)영암F1태양광,13.296,21시,0.0,31228.8
2023-11-14,(군산)영암F1태양광,13.296,21시,0.0,20400.0
2023-11-15,(군산)영암F1태양광,13.296,21시,0.0,48912.0
2023-11-16,(군산)영암F1태양광,13.296,21시,0.0,4291.2
2023-11-17,(군산)영암F1태양광,13.296,21시,0.0,24019.2
2023-11-18,(군산)영암F1태양광,13.296,21시,0.0,12940.8
2023-11-19,(군산)영암F1태양광,13.296,21시,0.0,46032.0
2023-11-20,(군산)영암F1태양광,13.296,21시,0.0,58848.0
2023-11-21,(군산)영암F1태양광,13.296,21시,0.0,57072.0
2023-11-22,(군산)영암F1태양광,13.296,21시,0.0,51820.8
2023-11-23,(군산)영암F1태양광,13.296,21시,0.0,30566.4
2023-11-24,(군산)영암F1태양광,13.296,21시,0.0,28454.4
2023-11-25,(군산)영암F1태양광,13.296,21시,0.0,61939.2
2023-11-26,(군산)영암F1태양광,13.296,21시,0.0,32006.4
2023-11-27,(군산)영암F1태양광,13.296,21시,0.0,12153.6
2023-11-28,(군산)영암F1태양광,13.296,21시,0.0,2515.2
2023-11-29,(군산)영암F1태양광,13.296,21시,0.0,23337.6
2023-11-30,(군산)영암F1태양광,13.296,21시,0.0,20668.8
2023-12-01,(군산)영암F1태양광,13.296,21시,0.0,22243.2
2023-12-02,(군산)영암F1태양광,13.296,21시,0.0,9456.0
2023-12-03,(군산)영암F1태양광,13.296,21시,0.0,45043.2
2023-12-04,(군산)영암F1태양광,13.296,21시,0.0,42249.6
2023-12-05,(군산)영암F1태양광,13.296,21시,0.0,47376.0
2023-12-06,(군산)영암F1태양광,13.296,21시,0.0,20217.6
2023-12-07,(군산)영암F1태양광,13.296,21시,0.0,51177.6
2023-12-08,(군산)영암F1태양광,13.296,21시,0.0,47424.0
2023-12-09,(군산)영암F1태양광,13.296,21시,0.0,33254.4
2023-12-10,(군산)영암F1태양광,13.296,21시,0.0,17779.2
2023-12-11,(군산)영암F1태양광,13.296,21시,0.0,3369.6
2023-12-12,(군산)영암F1태양광,13.296,21시,0.0,9705.6
2023-12-13,(군산)영암F1태양광,13.296,21시,0.0,31833.6
2023-12-14,(군산)영암F1태양광,13.296,21시,0.0,3609.6
2023-12-15,(군산)영암F1태양광,13.296,21시,0.0,3628.8
2023-12-16,(군산)영암F1태양광,13.296,21시,0.0,15081.6
2023-12-17,(군산)영암F1태양광,13.296,21시,0.0,816.0
2023-12-18,(군산)영암F1태양광,13.296,21시,0.0,2467.2
2023-12-19,(군산)영암F1태양광,13.296,21시,0.0,9600.0
2023-12-20,(군산)영암F1태양광,13.296,21시,0.0,13497.6
2023-12-21,(군산)영암F1태양광,13.296,21시,0.0,19.2
2023-12-22,(군산)영암F1태양광,13.296,21시,0.0,0.0
2023-12-23,(군산)영암F1태양광,13.296,21시,0.0,1852.8
2023-12-24,(군산)영암F1태양광,13.296,21시,0.0,7814.4
2023-12-25,(군산)영암F1태양광,13.296,21시,0.0,24921.6
2023-12-26,(군산)영암F1태양광,13.296,21시,0.0,37852.8
2023-12-27,(군산)영암F1태양광,13.296,21시,0.0,45072.0
2023-12-28,(군산)영암F1태양광,13.296,21시,0.0,29164.8
2023-12-29,(군산)영암F1태양광,13.296,21시,0.0,38966.4
2023-12-30,(군산)영암F1태양광,13.296,21시,0.0,16300.8
2023-12-31,(군산)영암F1태양광,13.296,21시,0.0,4281.6
2023-01-01,"태안#9,10 수상태양광",1.836,21시,0.0,3749.935
2023-01-02,"태안#9,10 수상태양광",1.836,21시,0.0,3974.476
2023-01-03,"태안#9,10 수상태양광",1.836,21시,0.0,3555.403
2023-01-04,"태안#9,10 수상태양광",1.836,21시,0.0,3405.892
2023-01-05,"태안#9,10 수상태양광",1.836,21시,0.0,1554.61
2023-01-06,"태안#9,10 수상태양광",1.836,21시,0.0,1504.168
2023-01-07,"태안#9,10 수상태양광",1.836,21시,0.0,3485.801
2023-01-08,"태안#9,10 수상태양광",1.836,21시,0.0,3185.331
2023-01-09,"태안#9,10 수상태양광",1.836,21시,0.0,3862.929
2023-01-10,"태안#9,10 수상태양광",1.836,21시,0.0,3929.279
2023-01-11,"태안#9,10 수상태양광",1.836,21시,0.0,3852.443
2023-01-12,"태안#9,10 수상태양광",1.836,21시,0.0,3700.94
2023-01-13,"태안#9,10 수상태양광",1.836,21시,0.0,962.342
2023-01-14,"태안#9,10 수상태양광",1.836,21시,0.0,384.9
2023-01-15,"태안#9,10 수상태양광",1.836,21시,0.0,486.323
2023-01-16,"태안#9,10 수상태양광",1.836,21시,0.0,4691.847
2023-01-17,"태안#9,10 수상태양광",1.836,21시,0.0,2877.987
2023-01-18,"태안#9,10 수상태양광",1.836,21시,0.0,3799.291
2023-01-19,"태안#9,10 수상태양광",1.836,21시,0.0,3588.852
2023-01-20,"태안#9,10 수상태양광",1.836,21시,0.0,4556.618
2023-01-21,"태안#9,10 수상태양광",1.836,21시,0.0,3748.488
2023-01-22,"태안#9,10 수상태양광",1.836,21시,0.0,1443.243
2023-01-23,"태안#9,10 수상태양광",1.836,21시,0.0,1630.18
2023-01-24,"태안#9,10 수상태양광",1.836,21시,0.0,1803.556
2023-01-25,"태안#9,10 수상태양광",1.836,21시,0.0,3652.851
2023-01-26,"태안#9,10 수상태양광",1.836,21시,0.0,0.0
2023-01-27,"태안#9,10 수상태양광",1.836,21시,0.0,2085.045
2023-01-28,"태안#9,10 수상태양광",1.836,21시,0.0,3228.9
2023-01-29,"태안#9,10 수상태양광",1.836,21시,0.0,3751.744
2023-01-30,"태안#9,10 수상태양광",1.836,21시,0.0,4598.561
2023-01-31,"태안#9,10 수상태양광",1.836,21시,0.0,4297.184
2023-02-01,"태안#9,10 수상태양광",1.836,21시,0.0,5112.907
2023-02-02,"태안#9,10 수상태양광",1.836,21시,0.0,3503.158
2023-02-03,"태안#9,10 수상태양광",1.836,21시,0.0,5154.49
2023-02-04,"태안#9,10 수상태양광",1.836,21시,0.0,4667.985
2023-02-05,"태안#9,10 수상태양광",1.836,21시,0.0,4484.302
2023-02-06,"태안#9,10 수상태양광",1.836,21시,0.0,3233.961
2023-02-07,"태안#9,10 수상태양광",1.836,21시,0.0,3323.634
2023-02-08,"태안#9,10 수상태양광",1.836,21시,0.0,5210.533
2023-02-09,"태안#9,10 수상태양광",1.836,21시,0.0,3007.073
2023-02-10,"태안#9,10 수상태양광",1.836,21시,0.0,3469.35
2023-02-11,"태안#9,10 수상태양광",1.836,21시,0.0,3228.177
2023-02-12,"태안#9,10 수상태양광",1.836,21시,0.0,2142.898
2023-02-13,"태안#9,10 수상태양광",1.836,21시,0.0,2079.261
2023-02-14,"태안#9,10 수상태양광",1.836,21시,0.0,6502.817
2023-02-15,"태안#9,10 수상태양광",1.836,21시,0.0,5001.359
2023-02-16,"태안#9,10 수상태양광",1.836,21시,0.0,4290.313
2023-02-17,"태안#9,10 수상태양광",1.836,21시,0.0,5068.072
2023-02-18,"태안#9,10 수상태양광",1.836,21시,0.0,847.541
2023-02-19,"태안#9,10 수상태양광",1.836,21시,0.0,2258.061
2023-02-20,"태안#9,10 수상태양광",1.836,21시,0.0,6851.92
2023-02-21,"태안#9,10 수상태양광",1.836,21시,0.0,6381.868
2023-02-22,"태안#9,10 수상태양광",1.836,21시,0.0,5831.364
2023-02-23,"태안#9,10 수상태양광",1.836,21시,0.0,5687.275
2023-02-24,"태안#9,10 수상태양광",1.836,21시,0.0,7307.33
2023-02-25,"태안#9,10 수상태양광",1.836,21시,0.0,8374.17
2023-02-26,"태안#9,10 수상태양광",1.836,21시,0.0,8065.741
2023-02-27,"태안#9,10 수상태양광",1.836,21시,0.0,7273.162
2023-02-28,"태안#9,10 수상태양광",1.836,21시,0.0,2567.572
2023-03-01,"태안#9,10 수상태양광",1.836,21시,0.0,4628.391
2023-03-02,"태안#9,10 수상태양광",1.836,21시,0.0,8572.857
2023-03-03,"태안#9,10 수상태양광",1.836,21시,0.0,7002.34
2023-03-04,"태안#9,10 수상태양광",1.836,21시,0.0,6109.6
2023-03-05,"태안#9,10 수상태양광",1.836,21시,0.0,7515.419
2023-03-06,"태안#9,10 수상태양광",1.836,21시,0.0,7788.048
2023-03-07,"태안#9,10 수상태양광",1.836,21시,0.0,6826.429
2023-03-08,"태안#9,10 수상태양광",1.836,21시,0.0,4689.679
2023-03-09,"태안#9,10 수상태양광",1.836,21시,0.0,2829.536
2023-03-10,"태안#9,10 수상태양광",1.836,21시,0.0,6652.689
2023-03-11,"태안#9,10 수상태양광",1.836,21시,0.0,7060.191
2023-03-12,"태안#9,10 수상태양광",1.836,21시,0.0,2285.359
2023-03-13,"태안#9,10 수상태양광",1.836,21시,0.0,8355.184
2023-03-14,"태안#9,10 수상태양광",1.836,21시,0.0,7785.7
2023-03-15,"태안#9,10 수상태양광",1.836,21시,0.0,4728.368
2023-03-16,"태안#9,10 수상태양광",1.836,21시,0.0,7549.407
2023-03-17,"태안#9,10 수상태양광",1.836,21시,0.0,4973.519
2023-03-18,"태안#9,10 수상태양광",1.836,21시,0.0,7782.987
2023-03-19,"태안#9,10 수상태양광",1.836,21시,0.0,7711.033
2023-03-20,"태안#9,10 수상태양광",1.836,21시,0.0,7881.336
2023-03-21,"태안#9,10 수상태양광",1.836,21시,0.0,9015.971
2023-03-22,"태안#9,10 수상태양광",1.836,21시,0.0,4856.006
2023-03-23,"태안#9,10 수상태양광",1.836,21시,0.0,5542.1
2023-03-24,"태안#9,10 수상태양광",1.836,21시,0.0,4563.125
2023-03-25,"태안#9,10 수상태양광",1.836,21시,0.0,7975.165
2023-03-26,"태안#9,10 수상태양광",1.836,21시,0.0,9848.326
2023-03-27,"태안#9,10 수상태양광",1.836,21시,0.0,9008.921
2023-03-28,"태안#9,10 수상태양광",1.836,21시,0.0,6519.992
2023-03-29,"태안#9,10 수상태양광",1.836,21시,0.0,8441.06
