년월일,호기,총량(kw),평균(kw),최대(kw),최소(kw),최대(시간별_kw),최소(시간별_kw),1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2020-11-04,1,5117.76,213.24,804.96,0,804.96,2.16,0,0,0,0,0,0,0,48.96,330.48,600.48,729.36,804.96,794.16,724.32,588.96,378,115.92,2.16,0,0,0,0,0,0
2020-11-04,2,5063.04,210.96,799.2,0,799.2,0.72,0,0,0,0,0,0,0.72,92.88,375.84,586.8,717.84,791.28,799.2,727.2,553.68,325.44,90.72,1.44,0,0,0,0,0,0
2020-11-04,3,9594,399.75,1549.8,0,1549.8,3.6,0,0,0,0,0,0,0,75.6,568.8,1146.6,1407.6,1549.8,1548,1413,1132.2,640.8,108,3.6,0,0,0,0,0,0
2020-11-04,4,12972.6,540.525,2026.8,0,2026.8,1.8,0,0,0,0,0,0,1.8,217.8,954,1513.8,1854,2026.8,2017.8,1845,1477.8,907.2,151.2,5.4,0,0,0,0,0,0
2020-11-05,1,4780.8,199.2,762.48,0,762.48,0.72,0,0,0,0,0,0,0,44.64,307.44,560.16,658.8,756.72,762.48,687.6,545.04,384.48,72.72,0.72,0,0,0,0,0,0
2020-11-05,2,4780.8,199.2,764.64,0,764.64,0.72,0,0,0,0,0,0,0,84.24,353.52,545.04,665.28,756.72,764.64,689.04,514.8,341.28,65.52,0.72,0,0,0,0,0,0
2020-11-05,3,9070.2,377.925,1474.2,0,1474.2,1.8,0,0,0,0,0,0,0,70.2,514.8,1076.4,1296,1474.2,1474.2,1335.6,1045.8,664.2,117,1.8,0,0,0,0,0,0
2020-11-05,4,12265.2,511.05,1931.4,0,1931.4,3.6,0,0,0,0,0,0,0,208.8,894.6,1416.6,1711.8,1931.4,1926,1746,1364.4,912.6,149.4,3.6,0,0,0,0,0,0
2020-11-06,1,1316.88,54.87,462.96,0,462.96,12.96,0,0,0,0,0,0,0,0,12.96,64.08,69.12,68.4,131.76,141.12,462.96,269.28,97.2,0,0,0,0,0,0,0
2020-11-06,2,1324.08,55.17,493.92,0,493.92,2.88,0,0,0,0,0,0,0,2.88,28.08,60.48,62.64,68.4,129.6,146.16,493.92,245.52,86.4,0,0,0,0,0,0,0
2020-11-06,3,2318.4,96.6,783,0,783,1.8,0,0,0,0,0,0,0,7.2,59.4,124.2,129.6,118.8,230.4,241.2,783,486,136.8,1.8,0,0,0,0,0,0
2020-11-06,4,3124.8,130.2,1108.8,0,1108.8,3.6,0,0,0,0,0,0,0,10.8,79.2,162,165.6,156.6,302.4,325.8,1108.8,626.4,183.6,3.6,0,0,0,0,0,0
2020-11-07,1,3470.4,144.6,658.8,0,658.8,0.72,0,0,0,0,0,0,0,37.44,113.04,84.96,436.32,658.8,654.48,623.52,494.64,287.28,79.2,0.72,0,0,0,0,0,0
2020-11-07,2,3682.08,153.42,730.8,0,730.8,65.52,0,0,0,0,0,0,0,67.68,133.92,87.12,515.52,694.8,730.8,654.48,482.4,249.84,65.52,0,0,0,0,0,0,0
2020-11-07,3,6784.2,282.675,1382.4,0,1382.4,1.8,0,0,0,0,0,0,0,68.4,180,169.2,828,1368,1382.4,1247.4,970.2,482.4,86.4,1.8,0,0,0,0,0,0
2020-11-07,4,9262.8,385.95,1827,0,1827,3.6,0,0,0,0,0,0,0,149.4,372.6,226.8,1152,1814.4,1827,1645.2,1278,675,118.8,3.6,0,0,0,0,0,0
2020-11-08,1,4422.96,184.29,714.24,0,714.24,1.44,0,0,0,0,0,0,0,32.4,251.28,498.24,640.8,662.4,714.24,657.36,537.84,333.36,93.6,1.44,0,0,0,0,0,0
2020-11-08,2,4427.28,184.47,725.76,0,725.76,0.72,0,0,0,0,0,0,0,52.56,287.28,492.48,646.56,667.44,725.76,671.76,516.24,290.88,75.6,0.72,0,0,0,0,0,0
2020-11-08,3,8429.4,351.225,1422,0,1422,1.8,0,0,0,0,0,0,0,63,405,950.4,1238.4,1422,1400.4,1283.4,1029.6,552.6,82.8,1.8,0,0,0,0,0,0
2020-11-08,4,11381.4,474.225,1866.6,0,1866.6,3.6,0,0,0,0,0,0,0,120.6,705.6,1256.4,1645.2,1866.6,1834.2,1690.2,1351.8,786.6,120.6,3.6,0,0,0,0,0,0
2020-11-09,1,4981.68,207.57,786.24,0,786.24,0.72,0,0,0,0,0,0,0,35.28,304.56,601.2,730.08,785.52,786.24,708.48,576.72,356.4,96.48,0.72,0,0,0,0,0,0
2020-11-09,2,4964.4,206.85,792.72,0,792.72,74.16,0,0,0,0,0,0,0,77.76,362.88,582.48,716.4,789.12,792.72,727.2,542.88,298.8,74.16,0,0,0,0,0,0,0
2020-11-09,3,9288,387,1540.8,0,1540.8,1.8,0,0,0,0,0,0,0,57.6,423,1134,1409.4,1539,1540.8,1413,1119.6,588.6,61.2,1.8,0,0,0,0,0,0
2020-11-09,4,12760.2,531.675,2021.4,0,2021.4,1.8,0,0,0,0,0,0,0,185.4,918,1492.2,1846.8,2019.6,2021.4,1854,1465.2,851.4,104.4,1.8,0,0,0,0,0,0
2020-11-10,1,4699.44,195.81,751.68,0,751.68,31.68,0,0,0,0,0,0,0,31.68,278.64,561.6,684,748.8,751.68,674.64,547.2,334.08,87.12,0,0,0,0,0,0,0
2020-11-10,2,4685.04,195.21,761.04,0,761.04,63.36,0,0,0,0,0,0,0,63.36,331.92,547.92,681.12,753.12,761.04,688.32,512.64,278.64,66.96,0,0,0,0,0,0,0
2020-11-10,3,8728.2,363.675,1468.8,0,1468.8,1.8,0,0,0,0,0,0,0,54,378,1065.6,1319.4,1467,1468.8,1328.4,1047.6,543.6,54,1.8,0,0,0,0,0,0
2020-11-10,4,11952,498,1926,0,1926,93.6,0,0,0,0,0,0,0,138.6,829.8,1402.2,1735.2,1924.2,1926,1746,1369.8,786.6,93.6,0,0,0,0,0,0,0
2020-11-11,1,4519.44,188.31,728.64,0,728.64,30.96,0,0,0,0,0,0,0,30.96,257.76,531.36,650.88,723.6,728.64,663.12,531.36,318.96,82.8,0,0,0,0,0,0,0
2020-11-11,2,4502.88,187.62,739.44,0,739.44,0.72,0,0,0,0,0,0,0,57.6,307.44,520.56,652.32,725.04,739.44,672.48,498.24,264.96,64.08,0.72,0,0,0,0,0,0
2020-11-11,3,8362.8,348.45,1418.4,0,1418.4,50.4,0,0,0,0,0,0,0,50.4,338.4,1013.4,1265.4,1404,1418.4,1294.2,1009.8,511.2,57.6,0,0,0,0,0,0,0
2020-11-11,4,11449.8,477.075,1859.4,0,1859.4,1.8,0,0,0,0,0,0,1.8,129.6,768.6,1328.4,1665,1841.4,1859.4,1695.6,1319.4,745.2,93.6,1.8,0,0,0,0,0,0
2020-11-12,1,4489.2,187.05,716.4,0,716.4,27.36,0,0,0,0,0,0,0,27.36,262.8,548.64,660.96,716.4,703.44,643.68,526.32,317.52,82.08,0,0,0,0,0,0,0
2020-11-12,2,4550.4,189.6,740.16,0,740.16,59.76,0,0,0,0,0,0,0,59.76,319.68,534.96,666.72,736.56,740.16,672.48,495.36,262.08,62.64,0,0,0,0,0,0,0
2020-11-12,3,8413.2,350.55,1427.4,0,1427.4,1.8,0,0,0,0,0,0,0,50.4,311.4,1042.2,1297.8,1420.2,1427.4,1296,1011.6,502.2,52.2,1.8,0,0,0,0,0,0
2020-11-12,4,11590.2,482.925,1868.4,0,1868.4,86.4,0,0,0,0,0,0,0,127.8,802.8,1369.8,1704.6,1868.4,1868.4,1697.4,1319.4,745.2,86.4,0,0,0,0,0,0,0
2020-11-13,1,3813.84,158.91,634.32,0,634.32,25.2,0,0,0,0,0,0,0,25.2,200.88,421.2,540,624.24,634.32,589.68,459.36,257.04,61.92,0,0,0,0,0,0,0
2020-11-13,2,3845.52,160.23,658.8,0,658.8,0.72,0,0,0,0,0,0,0,38.16,231.84,414,543.6,636.48,658.8,605.52,440.64,223.2,52.56,0.72,0,0,0,0,0,0
2020-11-13,3,7147.8,297.825,1249.2,0,1249.2,1.8,0,0,0,0,0,0,0,54,282.6,786.6,1049.4,1211.4,1249.2,1157.4,869.4,412.2,73.8,1.8,0,0,0,0,0,0
2020-11-13,4,9689.4,403.725,1647,0,1647,1.8,0,0,0,0,0,0,0,84.6,561.6,1036.8,1391.4,1596.6,1647,1528.2,1146.6,594,100.8,1.8,0,0,0,0,0,0
2020-11-14,1,3937.68,164.07,713.52,0,713.52,38.88,0,0,0,0,0,0,0,38.88,255.6,471.6,643.68,713.52,579.6,345.6,504,310.32,74.88,0,0,0,0,0,0,0
2020-11-14,2,4047.84,168.66,718.56,0,718.56,58.32,0,0,0,0,0,0,0,58.32,285.12,520.56,591.84,718.56,624.24,442.08,492.48,254.88,59.76,0,0,0,0,0,0,0
2020-11-14,3,7007.4,291.975,1368,0,1368,1.8,0,0,0,0,0,0,0,79.2,334.8,957.6,1252.8,1368,948.6,559.8,979.2,469.8,55.8,1.8,0,0,0,0,0,0
2020-11-14,4,10170,423.75,1870.2,0,1870.2,84.6,0,0,0,0,0,0,0,118.8,711,1319.4,1630.8,1870.2,1540.8,898.2,1287,709.2,84.6,0,0,0,0,0,0,0
2020-11-15,1,3868.56,161.19,684,0,684,36.72,0,0,0,0,0,0,0,36.72,184.32,444.24,617.76,677.52,684,418.32,461.52,278.64,65.52,0,0,0,0,0,0,0
2020-11-15,2,3906,162.75,707.76,0,707.76,0.72,0,0,0,0,0,0,0,54.72,230.4,434.88,627.84,701.28,707.76,414,450,231.84,52.56,0.72,0,0,0,0,0,0
2020-11-15,3,7268.4,302.85,1351.8,0,1351.8,1.8,0,0,0,0,0,0,0,64.8,246.6,835.2,1224,1351.8,1350,851.4,862.2,421.2,59.4,1.8,0,0,0,0,0,0
2020-11-15,4,9855,410.625,1776.6,0,1776.6,1.8,0,0,0,0,0,0,0,108,550.8,1101.6,1607.4,1776.6,1774.8,1087.2,1148.4,615.6,82.8,1.8,0,0,0,0,0,0
2020-11-16,1,3609.36,150.39,636.48,0,636.48,9.36,0,0,0,0,0,0,0,9.36,170.64,386.64,557.28,622.8,636.48,576,432.72,197.28,20.16,0,0,0,0,0,0,0
2020-11-16,2,3633.12,151.38,657.36,0,657.36,15.84,0,0,0,0,0,0,0,15.84,201.6,387.36,560.16,636.48,657.36,592.56,388.8,175.68,17.28,0,0,0,0,0,0,0
2020-11-16,3,6715.8,279.825,1243.8,0,1243.8,23.4,0,0,0,0,0,0,0,23.4,232.2,705.6,1054.8,1202.4,1243.8,1116,779.4,318.6,39.6,0,0,0,0,0,0,0
2020-11-16,4,9018,375.75,1641.6,0,1641.6,37.8,0,0,0,0,0,0,0,37.8,482.4,952.2,1402.2,1596.6,1641.6,1468.8,970.2,417.6,48.6,0,0,0,0,0,0,0
2020-11-17,1,2305.44,96.06,537.84,0,537.84,20.16,0,0,0,0,0,0,0,0,0,109.44,467.28,352.08,537.84,389.52,345.6,83.52,20.16,0,0,0,0,0,0,0
2020-11-17,2,2343.6,97.65,551.52,0,551.52,18.72,0,0,0,0,0,0,0,0,22.32,137.52,468.72,367.2,551.52,359.28,311.04,107.28,18.72,0,0,0,0,0,0,0
2020-11-17,3,4478.4,186.6,1006.2,0,1006.2,3.6,0,0,0,0,0,0,0,3.6,36,219.6,892.8,657,1006.2,808.2,664.2,151.2,39.6,0,0,0,0,0,0,0
2020-11-17,4,5950.8,247.95,1375.2,0,1375.2,1.8,0,0,0,0,0,0,0,1.8,52.2,334.8,1143,828,1375.2,1085.4,864,214.2,52.2,0,0,0,0,0,0,0
2020-11-18,1,1530,63.75,324,0,324,15.84,0,0,0,0,0,0,0,15.84,173.52,324,322.56,263.52,235.44,102.24,72.72,20.16,0,0,0,0,0,0,0,0
2020-11-18,2,1530.72,63.78,318.96,0,318.96,0.72,0,0,0,0,0,0,0,36.72,196.56,318.96,316.08,254.88,226.8,96.48,65.52,18,0.72,0,0,0,0,0,0,0
2020-11-18,3,2808,117,604.8,0,604.8,3.6,0,0,0,0,0,0,0,50.4,252,577.8,604.8,496.8,450,194.4,136.8,41.4,3.6,0,0,0,0,0,0,0
2020-11-18,4,3837.6,159.9,797.4,0,797.4,3.6,0,0,0,0,0,0,0,75.6,455.4,795.6,797.4,648,581.4,253.8,174.6,52.2,3.6,0,0,0,0,0,0,0
2020-11-19,1,542.16,22.59,119.52,0,119.52,8.64,0,0,0,0,0,0,0,0,25.92,119.52,56.88,88.56,113.04,0,16.56,113.04,8.64,0,0,0,0,0,0,0
2020-11-19,2,547.2,22.8,108.72,0,108.72,0.72,0,0,0,0,0,0,0,2.16,52.56,108.72,48.96,85.68,96.48,2.16,36,104.4,9.36,0.72,0,0,0,0,0,0
2020-11-19,3,1256.4,52.35,302.4,0,302.4,1.8,0,0,0,0,0,0,0,5.4,100.8,302.4,124.2,185.4,217.8,5.4,61.2,225,27,1.8,0,0,0,0,0,0
2020-11-19,4,1611,67.125,376.2,0,376.2,9,0,0,0,0,0,0,0,10.8,160.2,376.2,154.8,235.8,271.8,9,82.8,273.6,36,0,0,0,0,0,0,0
2020-11-20,1,4399.92,183.33,717.12,0,717.12,5.76,0,0,0,0,0,0,0,5.76,210.24,536.4,671.04,717.12,714.24,644.4,522,308.16,70.56,0,0,0,0,0,0,0
2020-11-20,2,4389.84,182.91,733.68,0,733.68,23.04,0,0,0,0,0,0,0,23.04,277.92,525.6,656.64,727.2,733.68,663.12,489.6,240.48,52.56,0,0,0,0,0,0,0
2020-11-20,3,8010,333.75,1431,0,1431,19.8,0,0,0,0,0,0,0,19.8,165.6,914.4,1303.2,1431,1422,1287,1017,406.8,43.2,0,0,0,0,0,0,0
2020-11-20,4,11250,468.75,1868.4,0,1868.4,43.2,0,0,0,0,0,0,0,43.2,696.6,1321.2,1690.2,1868.4,1857.6,1683,1321.2,709.2,59.4,0,0,0,0,0,0,0
2020-11-21,1,555.12,23.13,105.84,0,105.84,5.04,0,0,0,0,0,0,0,0,6.48,68.4,74.16,105.84,73.44,95.04,82.08,44.64,5.04,0,0,0,0,0,0,0
2020-11-21,2,546.48,22.77,103.68,0,103.68,2.88,0,0,0,0,0,0,0,2.88,22.32,66.96,71.28,103.68,68.4,87.84,77.76,39.6,5.76,0,0,0,0,0,0,0
2020-11-21,3,1139.4,47.475,201.6,0,201.6,3.6,0,0,0,0,0,0,0,3.6,45,131.4,140.4,201.6,158.4,192.6,160.2,88.2,18,0,0,0,0,0,0,0
2020-11-21,4,1476,61.5,270,0,270,7.2,0,0,0,0,0,0,0,7.2,63,169.2,181.8,270,198,241.2,208.8,115.2,21.6,0,0,0,0,0,0,0
2020-11-22,1,760.32,31.68,159.12,0,159.12,8.64,0,0,0,0,0,0,0,0,8.64,111.6,112.32,63.36,159.12,64.8,61.2,139.68,39.6,0,0,0,0,0,0,0
2020-11-22,2,749.52,31.23,156.24,0,156.24,16.56,0,0,0,0,0,0,0,0,16.56,110.16,88.56,60.48,156.24,59.04,71.28,154.08,33.12,0,0,0,0,0,0,0
2020-11-22,3,1605.6,66.9,397.8,0,397.8,23.4,0,0,0,0,0,0,0,0,23.4,207,208.8,142.2,397.8,162,138.6,255.6,70.2,0,0,0,0,0,0,0
2020-11-22,4,2122.2,88.425,532.8,0,532.8,32.4,0,0,0,0,0,0,0,0,32.4,289.8,243,180,532.8,199.8,196.2,365.4,82.8,0,0,0,0,0,0,0
2020-11-23,1,4507.2,187.8,743.04,0,743.04,13.68,0,0,0,0,0,0,0,13.68,200.16,539.28,679.68,743.04,732.24,670.32,541.44,316.8,70.56,0,0,0,0,0,0,0
2020-11-23,2,4491.36,187.14,752.4,0,752.4,32.4,0,0,0,0,0,0,0,32.4,271.44,532.08,673.92,748.08,752.4,685.44,504.72,239.04,51.84,0,0,0,0,0,0,0
2020-11-23,3,8056.8,335.7,1458,0,1458,28.8,0,0,0,0,0,0,0,28.8,151.2,849.6,1321.2,1458,1456.2,1335.6,1042.2,376.2,37.8,0,0,0,0,0,0,0
2020-11-23,4,11451.6,477.15,1908,0,1908,48.6,0,0,0,0,0,0,0,52.2,667.8,1341,1724.4,1908,1908,1746,1360.8,694.8,48.6,0,0,0,0,0,0,0
2020-11-24,1,214.56,8.94,110.88,0,110.88,30.24,0,0,0,0,0,0,0,0,30.24,110.88,73.44,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-24,2,1735.2,72.3,516.96,0,516.96,2.16,0,0,0,0,0,0,0,2.16,30.96,110.88,232.56,516.96,424.8,208.8,133.92,54,20.16,0,0,0,0,0,0,0
2020-11-24,3,3427.2,142.8,1101.6,0,1101.6,5.4,0,0,0,0,0,0,0,5.4,61.2,212.4,414,1101.6,813.6,410.4,255.6,109.8,43.2,0,0,0,0,0,0,0
2020-11-24,4,4483.8,186.825,1386,0,1386,9,0,0,0,0,0,0,0,9,84.6,282.6,565.2,1386,1094.4,534.6,329.4,140.4,57.6,0,0,0,0,0,0,0
2020-11-25,1,3233.52,134.73,728.64,0,728.64,62.64,0,0,0,0,0,0,0,0,0,0,227.52,725.04,728.64,663.84,528.48,297.36,62.64,0,0,0,0,0,0,0
2020-11-25,2,4378.32,182.43,746.64,0,746.64,30.96,0,0,0,0,0,0,0,30.96,256.32,514.08,656.64,730.8,746.64,680.4,491.04,224.64,46.8,0,0,0,0,0,0,0
2020-11-25,3,7785,324.375,1440,0,1440,25.2,0,0,0,0,0,0,0,25.2,140.4,756,1287,1422,1440,1323,1008,336.6,46.8,0,0,0,0,0,0,0
2020-11-25,4,11131.2,463.8,1884.6,0,1884.6,43.2,0,0,0,0,0,0,0,43.2,631.8,1276.2,1675.8,1859.4,1884.6,1729.8,1315.8,657,57.6,0,0,0,0,0,0,0
2020-11-26,1,3316.32,138.18,691.2,0,691.2,0.72,0,0,0,0,0,0,0,0.72,67.68,119.52,599.76,691.2,565.92,526.32,488.88,226.8,29.52,0,0,0,0,0,0,0
2020-11-26,2,3281.76,136.74,720,0,720,5.04,0,0,0,0,0,0,0,5.04,66.96,123.12,609.12,720,531.36,550.8,470.88,178.56,25.92,0,0,0,0,0,0,0
2020-11-26,3,6296.4,262.35,1323,0,1323,9,0,0,0,0,0,0,0,9,127.8,228.6,1146.6,1323,1117.8,1051.2,921.6,315,55.8,0,0,0,0,0,0,0
2020-11-26,4,8366.4,348.6,1767.6,0,1767.6,12.6,0,0,0,0,0,0,0,12.6,171,306,1526.4,1767.6,1400.4,1378.8,1215,516.6,72,0,0,0,0,0,0,0
2020-11-27,1,2291.76,95.49,694.8,0,694.8,15.84,0,0,0,0,0,0,0,0,15.84,26.64,56.88,169.92,694.8,504.72,506.88,266.4,49.68,0,0,0,0,0,0,0
2020-11-27,2,2169.36,90.39,624.96,0,624.96,2.16,0,0,0,0,0,0,0,2.16,20.16,23.04,54,232.56,624.96,487.44,480.24,205.2,39.6,0,0,0,0,0,0,0
2020-11-27,3,4093.2,170.55,1360.8,0,1360.8,5.4,0,0,0,0,0,0,0,5.4,43.2,52.2,104.4,230.4,1360.8,1004.4,936,306,50.4,0,0,0,0,0,0,0
2020-11-27,4,5479.2,228.3,1674,0,1674,9,0,0,0,0,0,0,0,9,61.2,70.2,138.6,430.2,1674,1243.8,1197,594,61.2,0,0,0,0,0,0,0
2020-11-28,1,4399.2,183.3,743.76,0,743.76,10.08,0,0,0,0,0,0,0,10.08,168.48,504,667.44,736.56,743.76,678.24,534.96,299.52,56.16,0,0,0,0,0,0,0
2020-11-28,2,4407.84,183.66,766.08,0,766.08,24.48,0,0,0,0,0,0,0,24.48,233.28,501.12,666,747.36,766.08,703.44,500.4,223.2,42.48,0,0,0,0,0,0,0
2020-11-28,3,7774.2,323.925,1485,0,1485,23.4,0,0,0,0,0,0,0,23.4,140.4,667.8,1301.4,1463.4,1485,1341,1006.2,306,39.6,0,0,0,0,0,0,0
2020-11-28,4,11197.8,466.575,1942.2,0,1942.2,37.8,0,0,0,0,0,0,0,37.8,552.6,1254.6,1704.6,1920.6,1942.2,1771.2,1321.2,644.4,48.6,0,0,0,0,0,0,0
2020-11-29,1,4451.76,185.49,765.36,0,765.36,9.36,0,0,0,0,0,0,0,9.36,166.32,512.64,686.88,765.36,749.52,675.36,532.8,291.6,61.92,0,0,0,0,0,0,0
2020-11-29,2,4398.48,183.27,760.32,0,760.32,22.32,0,0,0,0,0,0,0,22.32,232.56,506.88,674.64,758.88,760.32,687.6,494.64,215.28,45.36,0,0,0,0,0,0,0
2020-11-29,3,7720.2,321.675,1479.6,0,1479.6,19.8,0,0,0,0,0,0,0,19.8,133.2,639,1308.6,1479.6,1470.6,1328.4,1013.4,284.4,43.2,0,0,0,0,0,0,0
2020-11-29,4,11136.6,464.025,1917,0,1917,32.4,0,0,0,0,0,0,0,32.4,565.2,1269,1697.4,1917,1906.2,1731.6,1330.2,633.6,54,0,0,0,0,0,0,0
2020-11-30,1,4456.08,185.67,743.04,0,743.04,9.36,0,0,0,0,0,0,0,9.36,167.76,515.52,676.8,743.04,742.32,673.92,550.08,313.2,64.08,0,0,0,0,0,0,0
2020-11-30,2,4425.12,184.38,758.16,0,758.16,24.48,0,0,0,0,0,0,0,24.48,241.92,514.08,665.28,744.48,758.16,693.36,511.2,226.08,46.08,0,0,0,0,0,0,0
2020-11-30,3,7686,320.25,1463.4,0,1463.4,21.6,0,0,0,0,0,0,0,21.6,129.6,612,1303.2,1447.2,1463.4,1342.8,1053,277.2,36,0,0,0,0,0,0,0
2020-11-30,4,11226.6,467.775,1899,0,1899,32.4,0,0,0,0,0,0,0,32.4,572.4,1292.4,1697.4,1884.6,1899,1753.2,1380.6,669.6,45,0,0,0,0,0,0,0
2020-12-01,1,4380.48,182.52,748.8,0,748.8,7.92,0,0,0,0,0,0,0,7.92,159.12,507.6,681.12,748.8,742.32,668.16,534.96,267.12,63.36,0,0,0,0,0,0,0
2020-12-01,2,4398.48,183.27,760.32,0,760.32,20.88,0,0,0,0,0,0,0,20.88,232.56,511.2,679.68,751.68,760.32,689.76,499.68,202.32,50.4,0,0,0,0,0,0,0
2020-12-01,3,6465.6,269.4,1308.6,0,1308.6,18,0,0,0,0,0,0,0,18,127.8,572.4,1308.6,1051.2,1096.2,990,968.4,268.2,64.8,0,0,0,0,0,0,0
2020-12-01,4,5819.4,242.475,1715.4,0,1715.4,23.4,0,0,0,0,0,0,0,28.8,552.6,1278,1715.4,228.6,0,23.4,1324.8,588.6,79.2,0,0,0,0,0,0,0
2020-12-02,1,2606.4,108.6,560.88,0,560.88,5.04,0,0,0,0,0,0,0,5.04,59.04,124.56,212.4,560.88,385.92,435.6,516.96,249.12,56.88,0,0,0,0,0,0,0
2020-12-02,2,2560.32,106.68,571.68,0,571.68,7.92,0,0,0,0,0,0,0,7.92,57.6,120.96,224.64,571.68,400.32,468,480.24,187.2,41.76,0,0,0,0,0,0,0
2020-12-02,3,4600.8,191.7,1044,0,1044,12.6,0,0,0,0,0,0,0,12.6,113.4,232.2,385.2,1044,747,817.2,964.8,244.8,39.6,0,0,0,0,0,0,0
2020-12-02,4,6397.2,266.55,1420.2,0,1420.2,19.8,0,0,0,0,0,0,0,19.8,145.8,311.4,522,1420.2,999,1150.2,1269,509.4,50.4,0,0,0,0,0,0,0
2020-12-03,1,4352.4,181.35,751.68,0,751.68,62.64,0,0,0,0,0,0,0,0,104.4,480.96,673.92,739.44,751.68,678.24,552.96,308.16,62.64,0,0,0,0,0,0,0
2020-12-03,2,4276.08,178.17,766.8,0,766.8,2.16,0,0,0,0,0,0,0,2.16,138.96,486.72,658.8,743.04,766.8,700.56,514.08,220.32,44.64,0,0,0,0,0,0,0
2020-12-03,3,7471.8,311.325,1474.2,0,1474.2,7.2,0,0,0,0,0,0,0,7.2,95.4,504,1272.6,1452.6,1474.2,1350,1042.2,239.4,34.2,0,0,0,0,0,0,0
2020-12-03,4,10918.8,454.95,1926,0,1926,10.8,0,0,0,0,0,0,0,10.8,322.2,1215,1675.8,1906.2,1926,1780.2,1384.2,657,41.4,0,0,0,0,0,0,0
2020-12-04,1,4031.28,167.97,704.16,0,704.16,6.48,0,0,0,0,0,0,0,6.48,110.16,345.6,609.12,688.32,704.16,670.32,539.28,293.04,64.8,0,0,0,0,0,0,0
2020-12-04,2,4008.96,167.04,722.16,0,722.16,15.84,0,0,0,0,0,0,0,15.84,161.28,336.96,618.48,703.44,722.16,691.2,501.84,212.4,45.36,0,0,0,0,0,0,0
2020-12-04,3,7036.2,293.175,1386,0,1386,14.4,0,0,0,0,0,0,0,14.4,122.4,439.2,1148.4,1348.2,1386,1314,1008,221.4,34.2,0,0,0,0,0,0,0
2020-12-04,4,10087.2,420.3,1810.8,0,1810.8,25.2,0,0,0,0,0,0,0,25.2,349.2,865.8,1535.4,1764,1810.8,1733.4,1337.4,622.8,43.2,0,0,0,0,0,0,0
2020-12-05,1,3983.04,165.96,729.36,0,729.36,5.76,0,0,0,0,0,0,0,5.76,137.52,478.08,656.64,727.2,729.36,663.84,321.12,218.88,44.64,0,0,0,0,0,0,0
2020-12-05,2,4037.76,168.24,741.6,0,741.6,17.28,0,0,0,0,0,0,0,17.28,211.68,485.28,651.6,729.36,741.6,673.92,306,184.32,36.72,0,0,0,0,0,0,0
2020-12-05,3,6807.6,283.65,1423.8,0,1423.8,14.4,0,0,0,0,0,0,0,14.4,109.8,435.6,1238.4,1404,1423.8,1299.6,581.4,252,48.6,0,0,0,0,0,0,0
2020-12-05,4,10036.8,418.2,1857.6,0,1857.6,23.4,0,0,0,0,0,0,0,23.4,459,1206,1638,1832.4,1857.6,1701,768.6,486,64.8,0,0,0,0,0,0,0
2020-12-06,1,4150.8,172.95,710.64,0,710.64,5.76,0,0,0,0,0,0,0,5.76,128.16,452.88,638.64,710.64,707.76,645.12,522,284.4,55.44,0,0,0,0,0,0,0
2020-12-06,2,4122.72,171.78,722.88,0,722.88,13.68,0,0,0,0,0,0,0,13.68,191.52,459.36,630,712.08,722.88,663.84,486,203.76,39.6,0,0,0,0,0,0,0
2020-12-06,3,6948,289.5,1384.2,0,1384.2,14.4,0,0,0,0,0,0,0,14.4,115.2,403.2,1198.8,1373.4,1384.2,1258.2,961.2,203.4,36,0,0,0,0,0,0,0
2020-12-06,4,10364.4,431.85,1803.6,0,1803.6,23.4,0,0,0,0,0,0,0,23.4,424.8,1144.8,1589.4,1794.6,1803.6,1650.6,1281.6,604.8,46.8,0,0,0,0,0,0,0
2020-12-07,1,2224.08,92.67,431.28,0,431.28,20.16,0,0,0,0,0,0,0,20.16,94.32,164.88,320.4,344.88,308.16,431.28,280.08,213.84,46.08,0,0,0,0,0,0,0
2020-12-07,2,2268.72,94.53,437.04,0,437.04,23.04,0,0,0,0,0,0,0,23.04,94.32,159.84,375.12,339.84,325.44,437.04,282.96,193.68,37.44,0,0,0,0,0,0,0
2020-12-07,3,3976.2,165.675,831.6,0,831.6,39.6,0,0,0,0,0,0,0,39.6,171,298.8,552.6,648,581.4,831.6,477,313.2,63,0,0,0,0,0,0,0
2020-12-07,4,5389.2,224.55,1083.6,0,1083.6,54,0,0,0,0,0,0,0,54,230.4,387,824.4,853.2,783,1083.6,642.6,450,81,0,0,0,0,0,0,0
2020-12-08,1,3903.12,162.63,689.04,0,689.04,3.6,0,0,0,0,0,0,0,3.6,129.6,502.56,689.04,419.76,618.48,630.72,545.04,300.24,64.08,0,0,0,0,0,0,0
2020-12-08,2,3943.44,164.31,692.64,0,692.64,13.68,0,0,0,0,0,0,0,13.68,205.2,516.96,660.96,428.4,692.64,657.36,508.32,214.56,45.36,0,0,0,0,0,0,0
2020-12-08,3,6161.4,256.725,1287,0,1287,10.8,0,0,0,0,0,0,0,10.8,108,417.6,1287,750.6,1130.4,1213.2,1008,198,37.8,0,0,0,0,0,0,0
