년월일,호기,총량(kw),평균(kw),최대(kw),최소(kw),최대(시간별_kw),최소(시간별_kw),1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2018-05-19,1,538.24,22,71.76,0,71.76,0.8,0,0,0,0,0,0,0.8,7.28,40.48,64.4,71.76,67.36,65.28,59.84,58.48,45.44,40.72,14.08,2.32,0,0,0,0,0
2018-05-20,1,517.12,22,68.24,0,68.24,0.24,0,0,0,0,0,0.24,5.44,19.44,44.24,52.8,66.48,66.96,60.08,68.24,60.08,43.92,22.8,5.6,0.8,0,0,0,0,0
2018-05-21,1,506.8,21,71.84,0,71.84,2.96,0,0,0,0,0,0,2.96,7.52,20.16,52.32,67.68,69.92,70.32,71.84,60.56,46,23.52,10.08,3.92,0,0,0,0,0
2018-05-22,1,553.68,23,79.36,0,79.36,0.72,0,0,0,0,0,0.72,6.72,19.44,36.16,53.76,72.72,74.08,79.36,74.08,51.04,47.28,26.32,10.4,1.6,0,0,0,0,0
2018-05-23,1,367.92,15,67.04,0,67.04,0.96,0,0,0,0,0,0,0,0.96,2.32,13.44,28.08,42.08,56.24,67.04,60.64,50.48,32.88,12.24,1.52,0,0,0,0,0
2018-05-24,1,577.84,24,75.44,0,75.44,0.4,0,0,0,0,0,0.4,6.8,19.76,42.56,61.04,69.76,68.88,75.44,72.24,66.32,48.16,30.96,13.92,1.6,0,0,0,0,0
2018-05-25,1,492.96,21,66.16,0,66.16,0.48,0,0,0,0,0,0.48,6.64,20.56,42.4,51.6,65.76,53.2,66.16,60.88,50.08,37.84,22.08,12.32,2.96,0,0,0,0,0
2018-05-26,1,529.84,22,67.36,0,67.36,0.4,0,0,0,0,0,0.4,5.68,18.24,38.48,54.64,65.12,66.88,63.04,67.36,57.44,48.16,30.4,12.56,1.44,0,0,0,0,0
2018-05-27,1,424.16,18,59.92,0,59.92,0.88,0,0,0,0,0,0.88,8.16,16.32,35.92,39.76,46.56,54.88,59.92,42.32,48.64,30.08,26.8,12.32,1.6,0,0,0,0,0
2018-05-28,1,182.96,8,29.6,0,29.6,1.6,0,0,0,0,0,0,2.56,14.48,16,12.88,23.28,8.96,4.4,21.68,29.6,12.8,24.16,10.56,1.6,0,0,0,0,0
2018-05-29,1,498.88,21,67.92,0,67.92,0.32,0,0,0,0,0,0.32,8.32,22,39.2,52.48,54.96,67.92,65.52,58.88,51.76,41.92,22.96,10.4,2.24,0,0,0,0,0
2018-05-30,1,505.12,21,74.08,0,74.08,0.24,0,0,0,0,0,0.24,3.2,15.52,32.88,48.48,66.96,66.64,74.08,68.96,52.48,43.92,23.2,7.36,1.2,0,0,0,0,0
2018-05-31,1,450.08,19,55.6,0,55.6,0.4,0,0,0,0,0,0.4,6.08,19.52,32.08,41.52,47.12,51.28,52.88,55.6,44.88,41.52,33.2,16.96,6.56,0.48,0,0,0,0
2018-06-01,1,540.48,23,72.56,0,72.56,0.4,0,0,0,0,0,0.4,5.76,18,36.16,50.48,62.88,66.48,72.56,71.04,62.96,48.4,30.88,12.88,1.6,0,0,0,0,0
2018-06-02,1,530.32,22,73.76,0,73.76,0.48,0,0,0,0,0,0.48,5.36,17.84,36.16,50.24,59.28,66.48,73.76,70.08,59.76,47.28,30.08,11.6,1.92,0,0,0,0,0
2018-06-03,1,510.48,21,73.68,0,73.68,1.04,0,0,0,0,0,1.04,8,19.68,26.16,32.32,50.4,72.08,73.68,69.04,61.76,49.04,31.76,13.68,1.84,0,0,0,0,0
2018-06-04,1,495.84,21,64.8,0,64.8,0.48,0,0,0,0,0,0.48,8.08,12.48,32.48,50,60.24,64.8,62.56,58.08,50.8,46.96,30.24,13.12,5.52,0,0,0,0,0
2018-06-05,1,146.08,6,20.56,0,20.56,0.08,0,0,0,0,0,0,0.08,2.16,3.52,7.68,7.12,11.28,17.68,19.76,20.56,16.72,19.68,15.44,4.4,0,0,0,0,0
2018-06-06,1,508.64,21,66.16,0,66.16,0.16,0,0,0,0,0,0.56,6.96,18.4,33.12,51.6,54.88,63.68,66.16,60.56,58.16,46.72,29.36,14.8,3.52,0.16,0,0,0,0
2018-06-07,1,564.56,24,78.16,0,78.16,0.48,0,0,0,0,0,0.48,6.48,18.96,36.8,51.44,65.44,78.16,76.16,71.2,61.84,49.52,31.44,13.92,2.72,0,0,0,0,0
2018-06-08,1,451.52,19,56.88,0,56.88,0.8,0,0,0,0,0,0.8,7.52,19.6,34.8,40.16,55.6,51.52,56.88,54.96,43.92,38.16,29.28,14.56,3.76,0,0,0,0,0
2018-06-09,1,515.84,21,72.4,0,72.4,0.32,0,0,0,0,0,0.32,6.88,17.76,25.52,34.56,61.36,72.4,71.36,69.04,60.72,49.04,32.16,13.68,1.04,0,0,0,0,0
2018-06-10,1,304.72,13,62.16,0,62.16,0.08,0,0,0,0,0,0.08,3.2,8.32,20.16,37.92,53.12,62.16,53.68,21.76,15.6,14.88,12.72,1.12,0,0,0,0,0,0
2018-06-11,1,240,10,44.48,0,44.48,2.32,0,0,0,0,0,0,0,0,2.32,8.4,17.28,19.2,31.84,39.12,44.48,39.68,21.76,12.56,3.36,0,0,0,0,0
2018-06-12,1,265.68,11,38.16,0,38.16,1.12,0,0,0,0,0,0,1.12,10.4,18.08,28.08,30.56,37.36,38.16,25.84,21.76,24.16,15.04,12.56,2.56,0,0,0,0,0
2018-06-13,1,386.16,16,49.12,0,49.12,0.24,0,0,0,0,0,0,3.76,15.36,24.96,35.6,49.12,44.48,42.08,32.08,46.88,40.72,31.44,16.24,3.2,0.24,0,0,0,0
2018-06-14,1,546.16,23,74.72,0,74.72,0.56,0,0,0,0,0,0,5.28,13.44,28.08,45.68,65.36,74.72,71.68,71.2,63.84,47.52,32.56,19.04,7.2,0.56,0,0,0,0
2018-06-15,1,403.68,17,52.32,0,52.32,0.4,0,0,0,0,0,0.4,4.24,17.36,39.12,43.76,42.32,52.32,44.24,45.76,35.84,35.36,24.8,15.12,3.04,0,0,0,0,0
2018-06-16,1,402.24,17,69.2,0,69.2,1.68,0,0,0,0,0,0,2.64,13.04,14.96,21.2,37.68,36.88,45.36,69.2,60.96,50.64,33.84,14.16,1.68,0,0,0,0,0
2018-06-17,1,433.44,18,64.4,0,64.4,0.64,0,0,0,0,0,0.64,5.52,19.36,36.72,52.32,64.4,59.84,48.8,40,47.04,23.84,17.76,14.24,2.96,0,0,0,0,0
2018-06-18,1,483.92,20,70.96,0,70.96,0.32,0,0,0,0,0,0.32,6.24,14.88,35.12,41.28,50.72,62.08,70.96,59.6,54.4,40.64,29.92,14.4,3.36,0,0,0,0,0
2018-06-19,1,273.2,11,58.96,0,58.96,1.12,0,0,0,0,0,0,1.12,11.44,18.24,22,32.8,30.72,27.28,58.96,48.88,15.44,4.56,1.76,0,0,0,0,0,0
2018-06-20,1,482.8,20,67.28,0,67.28,0.24,0,0,0,0,0,0.24,4.24,17.92,37.6,55.28,54.96,67.28,63.12,54,46.96,41.28,23.04,13.36,3.52,0,0,0,0,0
2018-06-21,1,498.32,21,67.84,0,67.84,0.32,0,0,0,0,0,0.32,7.6,14.32,34.8,51.36,62.16,67.84,61.04,59.04,47.84,47.68,29.04,14.24,1.04,0,0,0,0,0
2018-06-22,1,460.16,19,63.68,0,63.68,0.08,0,0,0,0,0,0.08,5.36,19.92,30.96,43.52,52,62.96,63.68,55.44,43.36,42.48,27.2,12,1.2,0,0,0,0,0
2018-06-23,1,330.96,14,64.32,0,64.32,0.48,0,0,0,0,0,0,0,1.76,11.52,14.72,21.6,32.96,33.36,64.32,58.16,44.56,31.44,14.08,2,0.48,0,0,0,0
2018-06-24,1,498.88,21,63.44,0,63.44,0.32,0,0,0,0,0,0.32,6.8,18,35.44,49.04,60.88,60.8,58.72,63.44,57.44,45.84,27.28,12.96,1.92,0,0,0,0,0
2018-06-25,1,480.8,20,65.68,0,65.68,0.32,0,0,0,0,0,0.32,4.8,16.88,32.16,43.92,64.72,56,65.68,63.44,48.4,39.6,26.48,15.12,2.8,0.48,0,0,0,0
2018-06-26,1,48.56,2,13.12,0,13.12,0.08,0,0,0,0,0,0,0.56,1.36,1.52,1.92,1.84,11.28,11.28,13.12,3.68,1.44,0.48,0.08,0,0,0,0,0,0
2018-06-27,1,189.2,8,55.44,0,55.44,1.6,0,0,0,0,0,0,0,0,1.6,8.8,16.8,14.56,4.56,36.64,55.44,25.2,7.52,12.4,5.68,0,0,0,0,0
2018-06-28,1,56.72,2,12,0,12,0.24,0,0,0,0,0,0,0,0,0,0.24,4.96,10.4,12,2.8,4.56,7.52,7.92,5.76,0.56,0,0,0,0,0
2018-06-29,1,174.08,7,33.04,0,33.04,1.44,0,0,0,0,0,0,0,2.48,18.24,14.96,12.48,17.6,33.04,27.28,8.48,5.76,19.44,12.88,1.44,0,0,0,0,0
2018-06-30,1,44.64,2,20.48,0,20.48,0.16,0,0,0,0,0,0,0.4,2.16,2.72,0.16,5.84,20.48,10.96,0.32,0,0,0,0.72,0.88,0,0,0,0,0
2018-07-01,1,407.04,17,58.64,0,58.64,0.24,0,0,0,0,0,0,0.24,8.16,25.52,34.08,58.64,54.16,48,47.28,51.76,40.56,23.68,13.2,1.76,0,0,0,0,0
2018-07-02,1,409.04,17,56.48,0,56.48,1.92,0,0,0,0,0,0,1.92,18.08,25.76,36.4,51.6,56.48,45.12,53.36,51.12,33.44,20.08,12.96,2.72,0,0,0,0,0
2018-07-03,1,11.28,0,1.92,0,1.92,0.16,0,0,0,0,0,0,0.16,0.88,1.52,1.68,0.48,1.2,0.72,1.76,1.92,0.96,0,0,0,0,0,0,0,0
2018-07-04,1,466.8,19,65.92,0,65.92,2.88,0,0,0,0,0,0,2.88,10.96,27.04,50.16,64.96,65.92,57.92,54.8,51.36,38.96,24.96,12.24,4.64,0,0,0,0,0
2018-07-05,1,166.8,7,35.36,0,35.36,1.12,0,0,0,0,0,0,0,4.24,9.76,17.28,8.8,4.88,17.52,35.36,22,21.68,16.08,8.08,1.12,0,0,0,0,0
2018-07-06,1,41.84,2,8.96,0,8.96,0.24,0,0,0,0,0,0,0,0.24,1.84,1.2,3.6,3.36,6.96,8.96,4.08,1.6,6.72,2.48,0.8,0,0,0,0,0
2018-07-07,1,328.56,14,46.8,0,46.8,1.12,0,0,0,0,0,0,4,15.12,24.96,38.56,24.56,32.8,46.8,45.12,34,31.12,22.4,8,1.12,0,0,0,0,0
2018-07-08,1,265.28,11,49.28,0,49.28,0.4,0,0,0,0,0,0.4,3.28,11.2,15.84,20,32.96,39.68,49.28,42.8,22.08,12.56,9.92,4.4,0.88,0,0,0,0,0
2018-07-09,1,163.36,7,26.24,0,26.24,0.32,0,0,0,0,0,0,0.32,2.32,6.64,13.36,13.52,13.12,11.12,23.76,24.48,24.16,26.24,3.12,1.2,0,0,0,0,0
2018-07-10,1,438.8,18,60.48,0,60.48,3.84,0,0,0,0,0,0,3.84,11.76,27.76,37.28,56.88,60.32,60.48,60.48,48.4,30.96,21.44,14.32,4.88,0,0,0,0,0
2018-07-11,1,433.2,18,57.52,0,57.52,0.16,0,0,0,0,0,0,5.52,11.6,20.96,42.4,51.52,57.52,51.84,53.84,52.72,43.84,29.84,11.44,0.16,0,0,0,0,0
2018-07-12,1,473.2,20,61.36,0,61.36,1.28,0,0,0,0,0,0,2.16,14.4,32.56,42.64,60.88,61.36,57.28,60.96,56,42.8,27.6,13.28,1.28,0,0,0,0,0
2018-07-13,1,468.24,20,62.4,0,62.4,0.8,0,0,0,0,0,0,1.6,14.88,30.64,40.88,55.68,61.6,62.4,61.92,54.8,44.72,26.08,12.24,0.8,0,0,0,0,0
2018-07-14,1,464.24,19,63.12,0,63.12,0.08,0,0,0,0,0,0.08,2.24,14.48,31.2,42.32,51.84,60.4,63.12,59.12,52.56,44.32,29.28,12.88,0.4,0,0,0,0,0
2018-07-15,1,451.84,19,58.64,0,58.64,0.56,0,0,0,0,0,0,2.88,14.24,29.12,42.08,54.24,57.92,57.44,58.64,52.96,39.6,29.52,12.64,0.56,0,0,0,0,0
2018-07-16,1,467.04,19,63.04,0,63.04,0.8,0,0,0,0,0,0,2.8,14,27.2,43.76,58.4,62.8,63.04,56.48,52.96,44,28.24,12.56,0.8,0,0,0,0,0
2018-07-17,1,474.64,20,65.28,0,65.28,0.8,0,0,0,0,0,0,2.56,14.56,29.52,42.48,52.72,63.28,65.28,62.24,55.36,45.12,28.48,12.24,0.8,0,0,0,0,0
2018-07-18,1,459.52,19,61.2,0,61.2,1.6,0,0,0,0,0,0,2.8,14.88,29.92,43.36,53.04,54.96,60.56,61.2,53.76,42.96,27.68,12.8,1.6,0,0,0,0,0
2018-07-19,1,428.4,18,52.64,0,52.64,0.56,0,0,0,0,0,0,2.72,14.16,27.12,41.36,52.64,52.08,52.64,52.4,50.72,42.08,27.68,12.24,0.56,0,0,0,0,0
2018-07-20,1,404,17,51.36,0,51.36,0.72,0,0,0,0,0,0,2.88,14,27.84,38.8,48.08,49.28,51.36,48.8,45.44,38.24,26.56,12,0.72,0,0,0,0,0
2018-07-21,1,440,18,58.16,0,58.16,0.08,0,0,0,0,0,0,1.68,11.44,29.2,42.64,54.4,58.16,56.56,56.96,50.48,41.44,26,10.96,0.08,0,0,0,0,0
2018-07-22,1,338.56,14,52.64,0,52.64,0.4,0,0,0,0,0,0,3.12,14.72,23.2,24.56,34.4,52.64,46.16,30,29.68,43.04,28.88,7.76,0.4,0,0,0,0,0
2018-07-23,1,438.64,18,59.76,0,59.76,0.16,0,0,0,0,0,0,5.36,13.84,27.04,40.96,48.48,55.04,59.04,59.76,52.48,40.96,25.2,10.32,0.16,0,0,0,0,0
2018-07-24,1,436.32,18,59.04,0,59.04,0.16,0,0,0,0,0,0,1.2,12.8,29.28,44.08,53.12,57.2,59.04,53.2,48.56,41.04,25.92,10.72,0.16,0,0,0,0,0
2018-07-25,1,424.48,18,60,0,60,0.4,0,0,0,0,0,0,0.56,3.76,25.6,40.4,49.12,56.24,60,59.84,53.2,39.12,24.8,11.44,0.4,0,0,0,0,0
2018-07-26,1,394.16,16,50.08,0,50.08,1.2,0,0,0,0,0,0,2.4,13.2,27.04,37.6,47.6,49.2,50.08,48.16,46.64,37.28,22.16,11.6,1.2,0,0,0,0,0
2018-07-27,1,377.92,16,53.12,0,53.12,1.68,0,0,0,0,0,0,1.68,13.84,26.4,39.52,51.2,53.12,48.24,50.48,47.68,34.64,8.24,2.88,0,0,0,0,0,0
2018-07-28,1,404.72,17,58.56,0,58.56,0.32,0,0,0,0,0,0,3.36,16.88,28.96,40.4,56.4,58.56,49.52,34,39.04,40.32,26.24,10.72,0.32,0,0,0,0,0
2018-07-29,1,392.48,16,55.84,0,55.84,1.36,0,0,0,0,0,0,1.36,12,26.4,42.56,46.08,54,55.84,42.72,35.68,35.52,26.48,12.32,1.52,0,0,0,0,0
2018-07-30,1,412,17,56.64,0,56.64,0.16,0,0,0,0,0,0,1.2,13.76,29.68,40.16,46.16,50,43.92,56.64,48.56,41.12,29.04,11.6,0.16,0,0,0,0,0
2018-07-31,1,396.88,17,51.2,0,51.2,0.64,0,0,0,0,0,0,0.64,9.6,28,39.76,48.8,51.2,50.48,48.88,44.72,38.56,25.84,10.4,0,0,0,0,0,0
2018-08-01,1,418,17,54.96,0,54.96,2.08,0,0,0,0,0,0,2.08,13.6,27.2,41.6,50.24,54.96,51.52,51.44,49.28,41.12,24.64,10.32,0,0,0,0,0,0
2018-08-02,1,450,19,61.52,0,61.52,0.16,0,0,0,0,0,0,1.44,12.24,27.84,43.04,54.8,60.24,61.52,56.88,53.28,42.72,25.44,10.4,0.16,0,0,0,0,0
2018-08-03,1,439.84,18,58.16,0,58.16,0.16,0,0,0,0,0,0,2.4,14,28.32,41.04,52.72,58.16,57.84,55.36,51.12,40.88,27.04,10.8,0.16,0,0,0,0,0
2018-08-04,1,450.56,19,58.88,0,58.88,0.16,0,0,0,0,0,0,0.8,10.8,29.6,46.08,58.88,57.76,57.76,58.64,50.56,42,26.4,11.12,0.16,0,0,0,0,0
2018-08-05,1,422.4,18,57.68,0,57.68,0.08,0,0,0,0,0,0,1.6,13.6,28.4,44.72,57.68,49.84,51.28,52.8,48.32,39.28,24.48,10.32,0.08,0,0,0,0,0
2018-08-06,1,329.52,14,53.2,0,53.2,0.48,0,0,0,0,0,0,0.48,11.2,26.64,28.08,39.68,47.52,52.24,53.2,48.56,13.28,8.64,0,0,0,0,0,0,0
2018-08-07,1,406.32,17,60.16,0,60.16,0.16,0,0,0,0,0,0,0.72,8.08,26.64,30.48,46.64,54.64,60.16,54,47.12,38.88,27.36,11.44,0.16,0,0,0,0,0
2018-08-08,1,460.16,19,63.2,0,63.2,0.64,0,0,0,0,0,0,1.2,14.08,29.04,42.64,53.92,63.2,62.24,61.2,52.64,40.32,27.2,11.84,0.64,0,0,0,0,0
2018-08-09,1,419.2,17,58.08,0,58.08,0.08,0,0,0,0,0,0,0.08,12.8,28.24,41.12,47.2,44.56,58.08,52.24,51.52,42,27.04,12.72,1.6,0,0,0,0,0
2018-08-10,1,144.88,6,27.68,0,27.68,1.2,0,0,0,0,0,0,3.68,16.24,11.92,1.2,6.72,15.84,3.44,20.72,27.68,20.56,13.76,3.12,0,0,0,0,0,0
2018-08-11,1,379.12,16,54.16,0,54.16,0.16,0,0,0,0,0,0,0.96,17.04,23.36,28.96,46.96,54.16,48.48,47.68,45.84,36,21.44,8.08,0.16,0,0,0,0,0
2018-08-12,1,349.44,15,51.84,0,51.84,0.08,0,0,0,0,0,0,0.96,0.24,8.16,28.88,47.6,46.64,39.76,51.84,49.04,40.56,25.44,10.24,0.08,0,0,0,0,0
2018-08-13,1,424.56,18,59.2,0,59.2,2.48,0,0,0,0,0,0,2.48,10.72,27.2,41.92,50.16,54.96,59.2,56.16,50.24,37.84,23.92,9.76,0,0,0,0,0,0
2018-08-14,1,430,18,54.56,0,54.56,0.48,0,0,0,0,0,0,0.96,12.96,29.04,43.92,52,51.92,49.44,54.56,52.72,44.88,25.76,11.36,0.48,0,0,0,0,0
2018-08-15,1,249.84,10,54.08,0,54.08,0.32,0,0,0,0,0,0,0.72,14,26,38.56,44.08,54.08,17.36,16.24,31.52,5.68,1.28,0.32,0,0,0,0,0,0
2018-08-16,1,76.32,3,11.84,0,11.84,0.48,0,0,0,0,0,0,0,0.48,7.04,6.4,2.96,7.44,4.4,11.84,11.84,7.6,11.12,5.2,0,0,0,0,0,0
2018-08-17,1,527.92,22,73.12,0,73.12,1.28,0,0,0,0,0,0,4,16.72,34.08,54.32,64.32,73.12,68.32,68.8,58,47.52,27.92,9.52,1.28,0,0,0,0,0
2018-08-18,1,489.12,20,69.52,0,69.52,0.4,0,0,0,0,0,0,1.28,8.32,28.88,53.76,69.52,67.12,59.52,61.92,54.16,42.96,29.2,12.08,0.4,0,0,0,0,0
2018-08-19,1,482.96,20,65.84,0,65.84,0.8,0,0,0,0,0,0,1.52,14.32,28.24,50.16,60.16,65.84,60,61.84,55.6,42.56,30.24,11.68,0.8,0,0,0,0,0
2018-08-20,1,460.8,19,65.76,0,65.76,0.4,0,0,0,0,0,0,1.84,14.24,33.28,46.24,46.16,55.04,65.76,62.08,55.44,43.52,26.56,10.24,0.4,0,0,0,0,0
2018-08-21,1,445.52,19,62.96,0,62.96,0.16,0,0,0,0,0,0,1.76,14.48,26.72,41.6,55.92,62.96,58.8,56.16,52.4,40.56,25.12,8.88,0.16,0,0,0,0,0
2018-08-22,1,398.88,17,66.32,0,66.32,1.28,0,0,0,0,0,0,1.28,11.52,23.04,42.96,55.12,66.32,45.52,54.32,54.88,27.92,13.28,2.72,0,0,0,0,0,0
2018-08-23,1,143.76,6,33.44,0,33.44,0.48,0,0,0,0,0,0,0,0.48,13.04,26.08,31.84,33.44,21.76,8.08,5.28,0.88,2.88,0,0,0,0,0,0,0
2018-08-24,1,295.6,12,70.8,0,70.8,0.08,0,0,0,0,0,0,0,0.08,4.64,2.8,14.88,21.44,34.4,70.8,61.52,47.36,27.68,9.04,0.96,0,0,0,0,0
2018-08-25,1,159.6,7,27.6,0,27.6,0.4,0,0,0,0,0,0,0.4,6.96,15.52,21.92,24.56,27.6,15.84,7.76,13.84,14.88,7.28,2.56,0.48,0,0,0,0,0
2018-08-26,1,260.48,11,58.96,0,58.96,1.12,0,0,0,0,0,0,0,0,1.12,5.04,12.32,37.28,53.12,58.96,48.48,30.88,12,1.28,0,0,0,0,0,0
2018-08-27,1,92.8,4,23.36,0,23.36,1.12,0,0,0,0,0,0,1.2,1.2,1.76,5.76,6.72,7.04,8.96,18.32,23.36,10.72,6.64,1.12,0,0,0,0,0,0
2018-08-28,1,420.08,18,66.56,0,66.56,0.16,0,0,0,0,0,0,0.96,7.6,20.88,24.64,51.84,63.36,66.56,55.28,52.4,41.92,25.92,8.56,0.16,0,0,0,0,0
2018-08-29,1,485.28,20,67.52,0,67.52,1.12,0,0,0,0,0,0,1.12,14.16,31.2,48.4,59.92,66.8,67.52,64.24,57.12,43.04,25.68,6.08,0,0,0,0,0,0
2018-08-30,1,373.36,16,61.84,0,61.84,0.4,0,0,0,0,0,0,1.04,13.68,30.24,48,54.88,61.84,23.92,49.68,42.96,23.12,13.68,9.92,0.4,0,0,0,0,0
2018-08-31,1,165.6,7,23.2,0,23.2,0.64,0,0,0,0,0,0,3.12,16.72,17.92,23.2,22.32,14.08,2.32,5.28,18.08,19.52,17.52,4.88,0.64,0,0,0,0,0
2018-09-01,1,141.36,6,31.12,0,31.12,0.16,0,0,0,0,0,0,0,0,0,0.16,2.08,8.08,22.56,31.12,27.68,26.4,17.04,5.92,0.32,0,0,0,0,0
2018-09-02,1,253.84,11,40.24,0,40.24,0.96,0,0,0,0,0,0,0.96,16.64,34.16,40.24,34.16,27.68,36.32,27.44,20.32,13.12,1.52,1.28,0,0,0,0,0,0
2018-09-03,1,179.92,7,32.16,0,32.16,0.48,0,0,0,0,0,0,0,0.48,0,14.56,26.72,32.16,27.44,27.84,21.6,10.96,11.6,6.56,0,0,0,0,0,0
2018-09-04,1,335.52,14,60.16,0,60.16,2.4,0,0,0,0,0,0,0,2.4,9.2,42.88,33.36,15.04,39.44,58.24,60.16,45.36,25.44,4,0,0,0,0,0,0
2018-09-05,1,524.32,22,73.2,0,73.2,1.84,0,0,0,0,0,0,1.84,15.2,33.92,54.96,69.12,73.2,71.6,66.8,56.24,47.6,26.64,7.2,0,0,0,0,0,0
2018-09-06,1,203.92,8,34,0,34,1.12,0,0,0,0,0,0,1.2,4,8.24,20.72,30.32,29.76,24.88,34,31.36,13.52,4.8,1.12,0,0,0,0,0,0
2018-09-07,1,146.24,6,40.32,0,40.32,0.08,0,0,0,0,0,0,0,0.08,1.44,2.72,7.6,11.12,27.68,36.56,40.32,15.84,2.48,0.4,0,0,0,0,0,0
2018-09-08,1,167.68,7,32.64,0,32.64,0.24,0,0,0,0,0,0,0.24,3.2,6.72,18.88,21.2,32.64,27.2,28.16,14.88,6,7.04,1.52,0,0,0,0,0,0
2018-09-09,1,291.84,12,48.48,0,48.48,0.16,0,0,0,0,0,0,0.16,4.48,20.64,25.36,24.24,26.96,48.48,45.68,38,24,26.88,5.92,1.04,0,0,0,0,0
2018-09-10,1,480.48,20,71.76,0,71.76,0.16,0,0,0,0,0,0,1.28,11.68,30.56,41.28,53.2,71.76,70.24,64.16,58.4,45.76,26.8,5.2,0.16,0,0,0,0,0
2018-09-11,1,448.32,19,75.2,0,75.2,0.24,0,0,0,0,0,0,1.12,14,25.44,50.88,69.2,75.2,55.44,62.88,33.6,31.6,23.6,5.12,0.24,0,0,0,0,0
2018-09-12,1,376,16,60,0,60,0.48,0,0,0,0,0,0,0.48,10,16.56,44.96,36.72,60,52.32,46,50.96,33.12,19.12,5.76,0,0,0,0,0,0
2018-09-13,1,79.28,3,16.56,0,16.56,0.8,0,0,0,0,0,0,0,0.8,6,13.6,11.84,3.36,4.08,16.56,14.32,4.24,3.2,1.28,0,0,0,0,0,0
2018-09-14,1,93.2,4,20.72,0,20.72,0.64,0,0,0,0,0,0,0,0.64,4.64,2.8,2.32,3.04,9.12,17.84,17.04,20.72,13.76,1.28,0,0,0,0,0,0
2018-09-15,1,189.84,8,39.36,0,39.36,0.72,0,0,0,0,0,0,0,0.72,16.64,28.32,31.2,39.36,37.6,18.88,4.96,4.64,5.36,2.16,0,0,0,0,0,0
2018-09-16,1,429.2,18,64.16,0,64.16,1.2,0,0,0,0,0,0,1.2,7.28,21.76,44.56,60.56,64.16,61.36,55.76,54.24,37.52,18,2.8,0,0,0,0,0,0
2018-09-17,1,346.08,14,50.64,0,50.64,0.08,0,0,0,0,0,0,0.32,8.16,15.68,36.48,50.64,47.68,50.56,36.4,41.36,32.08,20.24,6.4,0.08,0,0,0,0,0
2018-09-18,1,475.2,20,71.44,0,71.44,0.88,0,0,0,0,0,0,0.88,12.8,32.64,49.04,60.88,63.76,71.44,66.08,56.24,38.96,18.88,3.6,0,0,0,0,0,0
2018-09-19,1,274.8,11,43.92,0,43.92,0.72,0,0,0,0,0,0,0.72,13.12,33.68,40.88,43.92,20.16,38.48,42.32,24.08,11.92,4.64,0.88,0,0,0,0,0,0
2018-09-20,1,122.4,5,31.52,0,31.52,0.72,0,0,0,0,0,0,0,0.72,4.96,7.6,13.28,13.92,15.12,17.84,31.52,13.84,2.8,0.8,0,0,0,0,0,0
2018-09-21,1,37.68,2,8,0,8,0.48,0,0,0,0,0,0,0,1.12,4.24,8,6.88,5.04,2.08,2.64,3.36,2.08,1.76,0.48,0,0,0,0,0,0
2018-09-22,1,435.84,18,67.44,0,67.44,1.12,0,0,0,0,0,0,1.12,12,24.64,52.96,67.44,62.88,50.4,54.8,52.16,36.24,18.56,2.64,0,0,0,0,0,0
2018-09-23,1,369.04,15,62.64,0,62.64,0.72,0,0,0,0,0,0,0.72,8.24,18.56,32.72,43.76,42.8,59.28,62.64,56.16,30.64,11.92,1.6,0,0,0,0,0,0
2018-09-24,1,258.08,11,43.68,0,43.68,0.16,0,0,0,0,0,0,0.16,4.48,14.56,25.28,39.84,43.68,38.16,35.76,24,20,10.24,1.92,0,0,0,0,0,0
2018-09-25,1,518,22,74.32,0,74.32,0.64,0,0,0,0,0,0,0.64,16.32,38,58,70,74.32,63.68,65.92,57.6,44.56,24.16,4.8,0,0,0,0,0,0
2018-09-26,1,301.36,13,60.72,0,60.72,3.76,0,0,0,0,0,0,0,3.76,9.04,21.2,24.88,28.4,60.72,41.84,54.08,40.16,13.52,3.76,0,0,0,0,0,0
2018-09-27,1,388.64,16,55.6,0,55.6,0.32,0,0,0,0,0,0,0.32,15.2,37.2,52.4,50.4,32,43.6,55.6,47.92,38.4,13.68,1.92,0,0,0,0,0,0
2018-09-28,1,420.96,18,68.08,0,68.08,0.32,0,0,0,0,0,0,0.32,13.52,16.08,43.92,37.28,64.56,68.08,64.4,59.68,37.2,13.68,2.24,0,0,0,0,0,0
2018-09-29,1,24.08,1,5.36,0,5.36,0.24,0,0,0,0,0,0,0,0.24,2.16,5.36,4.48,2.32,2.08,2.16,2.08,1.68,1.52,0,0,0,0,0,0,0
2018-09-30,1,283.44,12,59.68,0,59.68,0.8,0,0,0,0,0,0,0,0.8,6.56,8.64,17.92,22.16,41.12,58.32,59.68,44.64,20.56,3.04,0,0,0,0,0,0
2018-10-01,1,524.48,22,79.28,0,79.28,0.08,0,0,0,0,0,0,0.08,13.28,38.08,60.96,79.28,73.28,73.12,77.52,50.96,35.52,19.44,2.96,0,0,0,0,0,0
2018-10-02,1,492.32,21,71.6,0,71.6,0.64,0,0,0,0,0,0,0.64,12.96,33.6,52.48,66,59.84,71.6,68,60.24,43.28,20.64,3.04,0,0,0,0,0,0
